product_name,current_price,price,percent_discount,rating,series,link,genre_name,brand_name
Sạc Apple 20W MHJE3,520000.0,690000.0,24,433,,https://www.thegioididong.com/adapter-sac/adapter-sac-type-c-20w-cho-iphone-ipad-apple-mhje3,Adapter Charger,Apple
Bộ chuyển đổi chân sạc Adapter Kit Apple MD837,870000.0,1090000.0,20,0,,https://www.thegioididong.com/adapter-sac/chan-sac-world-travel-adapter-kit-apple-md837,Adapter Charger,Apple
Sạc Apple MGN13,225000.0,450000.0,50,52,,https://www.thegioididong.com/adapter-sac/adapter-sac-5w-cho-iphone-ipad-ipod-apple-mgn13,Adapter Charger,Apple
Sạc Apple MD813ZM-A,405000.0,450000.0,10,8,,https://www.thegioididong.com/adapter-sac/adapter-sac-5w-iphone-ipad-ipod-apple-md813zma,Adapter Charger,Apple
Bộ Adapter sạc kèm cáp Type C - Type C Samsung EP-T4510X,650000.0,1190000.0,45,67,,https://www.thegioididong.com/adapter-sac/bo-adapter-sac-kem-cap-type-c-type-c-pd-45w-samsung-ep-t4510x,Adapter Charger,Samsung
Sạc Samsung EP-TA800N,340000.0,490000.0,30,317,,https://www.thegioididong.com/adapter-sac/type-c-pd-25w-samsung-ep-ta800n,Adapter Charger,Samsung
Sạc 3 cổng Samsung EP-T6530,965000.0,1490000.0,35,17,,https://www.thegioididong.com/adapter-sac/adapter-sac-3-cong-usb-type-c-pd-65w-samsung-ep-t6530n,Adapter Charger,Samsung
Sạc kèm cáp Micro Samsung TA20HW,200000.0,290000.0,30,139,,https://www.thegioididong.com/adapter-sac/bo-adapter-sac-kem-cap-micro-samsung-ta20hw,Adapter Charger,Samsung
Bộ Adapter sạc kèm cáp Type C - Type C Samsung EP-T1510X,320000.0,400000.0,20,82,,https://www.thegioididong.com/adapter-sac/bo-adapter-sac-kem-cap-type-c-samsung-ep-t1510x,Adapter Charger,Samsung
Sạc Samsung EP-T1510N,255000.0,320000.0,20,34,,https://www.thegioididong.com/adapter-sac/adapter-sac-type-c-samsung-ep-t1510n-trang,Adapter Charger,Samsung
Sạc kèm cáp Type C Samsung TA20EW,255000.0,320000.0,20,138,,https://www.thegioididong.com/adapter-sac/bo-adapter-sac-kem-cap-type-c-samsung-ta20ew,Adapter Charger,Samsung
