product_name,current_price,price,percent_discount,rating,series,link,genre_name,brand_name
Amply Boston Acoustics BA400,12600000,13400000,5,3,,https://www.thegioididong.com/loa-laptop/amply-boston-acoustics-ba400-800w,Laptop Speaker,Boston
Amply Boston Acoustics BS803,10600000,11400000,7,0,,https://www.thegioididong.com/loa-laptop/amply-boston-acoustics-bs803-700w,Laptop Speaker,Boston
Cặp loa karaoke Boston Acoustics MD208,7500000,8300000,9,0,,https://www.thegioididong.com/loa-laptop/loa-boston-acoustics-md208-400w,Laptop Speaker,Boston
Cặp loa karaoke Boston Acoustics MD510,8800000,9600000,8,3,,https://www.thegioididong.com/loa-laptop/cap-loa-karaoke-boston-acoustics-md510-400w,Laptop Speaker,Boston
Amply Boston Acoustics BA180,7200000,8000000,10,6,,https://www.thegioididong.com/loa-laptop/amply-boston-acoustics-ba180-400w,Laptop Speaker,Boston
Amply Boston Acoustics BA150,6500000,7300000,10,4,,https://www.thegioididong.com/loa-laptop/amply-boston-acoustics-ba150-300w,Laptop Speaker,Boston
Amply Boston Acoustics BA100,5100000,5900000,13,7,,https://www.thegioididong.com/loa-laptop/amply-boston-acoustics-ba100-200w,Laptop Speaker,Boston
Amply Boston Acoustics BA200,8700000,9500000,8,0,,https://www.thegioididong.com/loa-laptop/amply-karaoke-boston-acoustics-ba200,Laptop Speaker,Boston
Cặp loa karaoke Boston Acoustic Classic 12,8700000,9500000,8,6,,https://www.thegioididong.com/loa-laptop/cap-loa-karaoke-boston-acoustic-classic-12-400w,Laptop Speaker,Boston
Cặp loa karaoke Boston Acoustic Classic 10,6600000,7400000,10,4,,https://www.thegioididong.com/loa-laptop/bo-loa-boston-acoustic-classic-10,Laptop Speaker,Boston
Cặp loa karaoke Boston Acoustic Classic 8,4800000,5600000,14,7,,https://www.thegioididong.com/loa-laptop/bo-loa-boston-acoustic-classic-8,Laptop Speaker,Boston
Loa Bluetooth Klipsch Heritage Groove,3900000,3900000,0,0,,https://www.thegioididong.com/loa-laptop/loa-bluetooth-klipsch-heritage-groove-matte-black,Laptop Speaker,Klipsch
Loa Bluetooth Klipsch The Three II,10400000,10400000,0,0,,https://www.thegioididong.com/loa-laptop/loa-bluetooth-klipsch-the-three-ii,Laptop Speaker,Klipsch
Loa Bluetooth Klipsch Groove XXL,7800000,7800000,0,0,,https://www.thegioididong.com/loa-laptop/loa-bluetooth-klipsch-groove-xxl,Laptop Speaker,Klipsch
Cặp Loa Bluetooth Klipsch The Sevens Matte Black,29500000,29500000,0,0,,https://www.thegioididong.com/loa-laptop/cap-loa-bluetooth-klipsch-the-sevens-matte-black,Laptop Speaker,Klipsch
Loa Bluetooth Klipsch Promedia Heritage 2.1 Walnut,7700000,7700000,0,3,,https://www.thegioididong.com/loa-laptop/loa-bluetooth-klipsch-promedia-heritage-2-1-walnut,Laptop Speaker,Klipsch
Loa Bluetooth Klipsch Groove PGA Tour,3800000,3800000,0,0,,https://www.thegioididong.com/loa-laptop/loa-bluetooth-klipsch-groove-pga-tour,Laptop Speaker,Klipsch
Cặp Loa Bluetooth Klipsch The Fives Walnut,20500000,20500000,0,0,,https://www.thegioididong.com/loa-laptop/cap-loa-bluetooth-klipsch-the-fives-walnut,Laptop Speaker,Klipsch
Cặp Loa Bluetooth Klipsch The Sixes Walnut,21000000,21000000,0,0,,https://www.thegioididong.com/loa-laptop/cap-loa-bluetooth-klipsch-the-sixes-walnut,Laptop Speaker,Klipsch
Loa Bluetooth Klipsch The One II Walnut,6400000,6400000,0,0,,https://www.thegioididong.com/loa-laptop/loa-bluetooth-klipsch-the-one-ii-walnut-nau,Laptop Speaker,Klipsch
Loa Klipsch RP-404C II Walnut,9040000,11300000,20,0,,https://www.thegioididong.com/loa-laptop/loa-klipsch-rp-404c-ii-walnut,Laptop Speaker,Klipsch
Cặp loa Klipsch RP-500SA II Walnut,10640000,13300000,20,0,,https://www.thegioididong.com/loa-laptop/bo-loa-klipsch-rp-500sa-ii-walnut,Laptop Speaker,Klipsch
Cặp loa Klipsch RP-600M II Walnut,11600000,14500000,20,0,,https://www.thegioididong.com/loa-laptop/bo-loa-klipsch-rp-600m-ii-walnut-400w,Laptop Speaker,Klipsch
Cặp loa Klipsch RP-6000F II Walnut,22240000,27800000,20,0,,https://www.thegioididong.com/loa-laptop/bo-loa-klipsch-rp-6000f-ii-walnut-500w,Laptop Speaker,Klipsch
