product_id,product_name,current_price,price,percent_discount,rating,series,link,brand_id,genre_id
030001,Panasonic Inverter 1 HP CU/CS-PU9ZKH-8M Mới 2023,11390000.0,11390000.0,0,319,,https://www.dienmayxanh.com/may-lanh/panasonic-inverter-1-hp-cu-cs-pu9zkh-8,0314,0301
030002,Panasonic Inverter 1.5 HP CU/CS-PU12ZKH-8M Mới 2023,13890000.0,13890000.0,0,235,,https://www.dienmayxanh.com/may-lanh/panasonic-inverter-15-hp-cu-cs-pu12zkh-8,0314,0301
030003,Panasonic Inverter 1 HP CU/CS-XU9ZKH-8 Mới 2023,13990000.0,13990000.0,0,110,,https://www.dienmayxanh.com/may-lanh/panasonic-inverter-1-hp-cu-cs-xu9zkh-8,0314,0301
030004,Panasonic Inverter 1.5 HP CU/CS-XU12ZKH-8 Mới 2023,17390000.0,17390000.0,0,37,,https://www.dienmayxanh.com/may-lanh/panasonic-inverter-15-hp-cu-cs-xu12zkh-8,0314,0301
030005,Panasonic Inverter 2 HP CS-PU18XKH-8M,18690000.0,18690000.0,0,47,,https://www.dienmayxanh.com/may-lanh/panasonic-cs-pu18xkh-8m,0314,0301
030006,Panasonic Inverter 1 HP CU/CS-XU9XKH-8,10790000.0,13490000.0,20,201,,https://www.dienmayxanh.com/may-lanh/panasonic-cu-cs-xu9xkh-8,0314,0301
030007,Panasonic Inverter 1.5 HP CU/CS-PU12WKH-8M,12890000.0,12890000.0,0,198,,https://www.dienmayxanh.com/may-lanh/panasonic-cu-cs-pu12wkh-8m,0314,0301
030008,Panasonic 1 HP CU/CS-N9WKH-8M,,,0,94,,https://www.dienmayxanh.com/may-lanh/panasonic-cu-cs-n9wkh-8m,0314,0301
030009,Panasonic Inverter 2.5 HP S-2430PU3H/U-24PR1H5,38250000.0,38250000.0,0,0,,https://www.dienmayxanh.com/may-lanh/may-lanh-am-tran-panasonic-25-hp-s-2430pu3h-u-24pr1h5,0314,0301
030010,Panasonic Inverter 2 HP S-1821PU3HA/U-21PRH1H5,41850000.0,41850000.0,0,0,,https://www.dienmayxanh.com/may-lanh/may-lanh-am-tran-panasonic-inverter-2-hp-s-1821pu3ha-u-21prh1h5,0314,0301
030011,Panasonic Inverter 4 HP S-3448PU3HA/U-34PRH1H5,54390000.0,54390000.0,0,0,,https://www.dienmayxanh.com/may-lanh/may-lanh-am-tran-panasonic-4-hp-s-3448pu3ha-u-34prh1h5,0314,0301
030012,Panasonic Inverter 5 HP S-3448PU3HA/U-48PRH1H5,63590000.0,63590000.0,0,0,,https://www.dienmayxanh.com/may-lanh/may-lanh-am-tran-panasonic-5-hp-s-3448pu3ha-u-48prh1h5,0314,0301
030013,Daikin Inverter 1 HP ATKF25XVMV Mới 2023,11590000.0,11590000.0,0,452,,https://www.dienmayxanh.com/may-lanh/daikin-inverter-1-hp-atkf25xvmv,0304,0301
030014,Daikin Inverter 1.5 HP ATKF35XVMV Mới 2023,14190000.0,14190000.0,0,243,,https://www.dienmayxanh.com/may-lanh/daikin-inverter-15-hp-atkf35xvmv,0304,0301
030015,Daikin Inverter 2 HP FTKF50XVMV Mới 2023,21090000.0,21090000.0,0,50,,https://www.dienmayxanh.com/may-lanh/daikin-inverter-2-hp-ftkf50xvmv,0304,0301
030016,Daikin Inverter 1 HP FTKY25WMVMV,13290000.0,13290000.0,0,150,,https://www.dienmayxanh.com/may-lanh/daikin-inverter-1-hp-ftky25wmvmv,0304,0301
030017,Daikin Inverter 1 HP FTHF25VAVMV,12990000.0,12990000.0,0,112,,https://www.dienmayxanh.com/may-lanh/daikin-fthf25vavmv,0304,0301
030018,Daikin Inverter 1.5 HP FTKY35WMVMV,16490000.0,16490000.0,0,76,,https://www.dienmayxanh.com/may-lanh/daikin-inverter-15-hp-ftky35wmvmv,0304,0301
030019,Daikin Inverter 1.5 HP FTKB35WMVMV,13490000.0,13490000.0,0,271,,https://www.dienmayxanh.com/may-lanh/daikin-inverter-15-hp-ftkb35wmvmv,0304,0301
030020,Daikin Inverter 1 HP ATHF25XVMV Mới 2023,13690000.0,13690000.0,0,15,,https://www.dienmayxanh.com/may-lanh/may-lanh-daikin-inverter-2-chieu-1-hp-athf25xvmv,0304,0301
030021,Daikin Inverter 2.5 HP FTKF60XVMV Mới 2023,25690000.0,25690000.0,0,14,,https://www.dienmayxanh.com/may-lanh/daikin-inverter-25-hp-ftkf60xvmv,0304,0301
030022,Daikin Inverter 2 HP FTHF50VVMV,21790000.0,21790000.0,0,15,,https://www.dienmayxanh.com/may-lanh/daikin-fthf50vvmv,0304,0301
030023,Daikin Inverter 1.5 HP ATKC35UAVMV,13190000.0,14990000.0,12,39,,https://www.dienmayxanh.com/may-lanh/daikin-atkc35uavmv,0304,0301
030024,Daikin Inverter 1.5 HP ATHF35XVMV Mới 2023,16790000.0,16790000.0,0,8,,https://www.dienmayxanh.com/may-lanh/may-lanh-daikin-inverter-2-chieu-15-hp-athf35xvmv,0304,0301
030025,Daikin Inverter 2 HP FTKY50WVMV,21690000.0,21690000.0,0,15,,https://www.dienmayxanh.com/may-lanh/daikin-inverter-2-hp-ftky50wvmv,0304,0301
030026,Daikin 1.5 HP ATF35UV1V,10290000.0,11590000.0,11,34,,https://www.dienmayxanh.com/may-lanh/daikin-atf35uv1v,0304,0301
030027,Daikin Inverter 1.5 HP FTHF35VAVMV,15790000.0,15790000.0,0,33,,https://www.dienmayxanh.com/may-lanh/daikin-fthf35vavmv,0304,0301
030028,Daikin Inverter 1.5 HP FTKZ35VVMV,21090000.0,21090000.0,0,6,,https://www.dienmayxanh.com/may-lanh/daikin-inverter-15-hp-ftkz35vvmv,0304,0301
030029,Daikin Inverter 2.5 HP FTHF60VVMV,29490000.0,29490000.0,0,0,,https://www.dienmayxanh.com/may-lanh/2-chieu-daikin-inverter-25-hp-fthf60vvmv,0304,0301
030030,Daikin Inverter 2 HP FTKB50WAVMV,17190000.0,17190000.0,0,23,,https://www.dienmayxanh.com/may-lanh/daikin-inverter-2-hp-ftkb50wavmv,0304,0301
030031,Daikin Inverter 3 HP FTKY71WVMV,33190000.0,33190000.0,0,0,,https://www.dienmayxanh.com/may-lanh/daikin-inverter-25-hp-ftky71wvmv,0304,0301
030032,Sharp Inverter 1 HP AH-X10ZEW Mới 2023,9090000.0,9690000.0,6,146,,https://www.dienmayxanh.com/may-lanh/sharp-inverter-1-hp-ah-x10zew,0312,0301
030033,Sharp Inverter 2 HP AH-X18ZEW Mới 2023,12640000.0,13790000.0,8,35,,https://www.dienmayxanh.com/may-lanh/sharp-inverter-2-hp-ah-x18zew,0312,0301
030034,Sharp Inverter 1.5 HP AH-X13ZEW Mới 2023,10540000.0,11290000.0,6,80,,https://www.dienmayxanh.com/may-lanh/sharp-inverter-15-hp-ah-x13zew,0312,0301
030035,Sharp Inverter 1 HP AH-X9XEW,9090000.0,9400000.0,0,225,,https://www.dienmayxanh.com/may-lanh/sharp-ah-x9xew,0312,0301
030036,Sharp Inverter 1.5 HP AH-X12XEW,10790000.0,11090000.0,0,53,,https://www.dienmayxanh.com/may-lanh/sharp-ah-x12xew,0312,0301
030037,Sharp Inverter 1 HP AH-XP10YMW,10990000.0,10990000.0,0,54,,https://www.dienmayxanh.com/may-lanh/sharp-ah-xp10ymw,0312,0301
030038,Sharp Inverter 1.5 HP AH-XP13YMW,11690000.0,11990000.0,0,10,,https://www.dienmayxanh.com/may-lanh/sharp-ah-xp13ymw,0312,0301
030039,Sharp Inverter 2 HP AH-X18XEW,13290000.0,13590000.0,0,12,,https://www.dienmayxanh.com/may-lanh/sharp-ah-x18xew,0312,0301
030040,Sharp Inverter 1 HP AH-XP10YHW,11690000.0,11990000.0,0,4,,https://www.dienmayxanh.com/may-lanh/sharp-ah-xp10yhw,0312,0301
030041,Toshiba Inverter 1 HP RAS-H10Z1KCVG-V Mới 2023,10590000.0,10590000.0,0,21,,https://www.dienmayxanh.com/may-lanh/may-lanh-toshiba-inverter-1-hp-ras-h10z1kcvg-v,0313,0301
030042,Toshiba Inverter 1 HP RAS-H10C4KCVG-V,10590000.0,10590000.0,0,108,,https://www.dienmayxanh.com/may-lanh/toshiba-1-hp-inverter-ras-h10c4kcvg-v,0313,0301
030043,Toshiba Inverter 1.5 HP RAS-H13C4KCVG-V,13290000.0,13290000.0,0,50,,https://www.dienmayxanh.com/may-lanh/toshiba-15-hp-inverter-ras-h13c4kcvg-v,0313,0301
030044,Toshiba Inverter 1.5 HP RAS-H13Z1KCVG-V Mới 2023,13290000.0,13290000.0,0,12,,https://www.dienmayxanh.com/may-lanh/may-lanh-toshiba-inverter-15-hp-ras-h13z1kcvg-v,0313,0301
030045,Toshiba Inverter 2 HP RAS-H18C4KCVG-V,19690000.0,19690000.0,0,43,,https://www.dienmayxanh.com/may-lanh/toshiba-2-hp-inverter-ras-h18c4kcvg-v,0313,0301
030046,Toshiba Inverter 1 HP RAS-H10E2KCVG-V,12190000.0,12190000.0,0,24,,https://www.dienmayxanh.com/may-lanh/toshiba-ras-h10e2kcvg-v,0313,0301
030047,LG Inverter 1 HP V10WIN Mới 2023,9790000.0,10090000.0,0,102,,https://www.dienmayxanh.com/may-lanh/lg-inverter-10-hp-v10win,0306,0301
030048,LG Inverter 1.5 HP V13WIN Mới 2023,11190000.0,11590000.0,0,101,,https://www.dienmayxanh.com/may-lanh/lg-inverter-15-hp-v13win,0306,0301
030049,LG Inverter 1 HP V10API1,12290000.0,12790000.0,0,76,,https://www.dienmayxanh.com/may-lanh/lg-v10api1,0306,0301
030050,LG Inverter 1.5 HP V13API1,14190000.0,14690000.0,0,96,,https://www.dienmayxanh.com/may-lanh/lg-v13api1,0306,0301
030051,LG Inverter 2 HP V18WIN Mới 2023,16390000.0,16690000.0,0,10,,https://www.dienmayxanh.com/may-lanh/lg-inverter-2-hp-v18win,0306,0301
030052,LG Inverter 1 HP V10APFP Mới 2023,13790000.0,14290000.0,0,10,,https://www.dienmayxanh.com/may-lanh/lg-inverter-1-hp-v10apfp,0306,0301
030053,LG Inverter 1 HP V10APFUV,15390000.0,16190000.0,0,199,,https://www.dienmayxanh.com/may-lanh/lg-v10apfuv,0306,0301
