link,link_logo,brand_id
https://www.dienmayxanh.com/tivi-samsung,https://cdn.tgdd.vn/Brand/2/Samsung1942-b_51.png,01
https://www.dienmayxanh.com/tivi-sony,https://cdn.tgdd.vn/Brand/2/Sony1942-b_57.png,02
https://www.dienmayxanh.com/tivi-lg,https://cdn.tgdd.vn/Brand/2/LG1942-b_16.png,03
https://www.dienmayxanh.com/tivi-casper,https://cdn.tgdd.vn/Brand/2/Untitled-1-92x40-1.png,04
https://www.dienmayxanh.com/tivi-tcl,https://cdn.tgdd.vn/Brand/2/TCL1942-b_57.png,05
https://www.dienmayxanh.com/tivi-sharp,https://cdn.tgdd.vn/Brand/2/Sharp1942-b_48.png,06
https://www.dienmayxanh.com/tivi-toshiba,https://cdn.tgdd.vn/Brand/2/TOSHIBA-200x80-1.png,07
https://www.dienmayxanh.com/tivi-aqua,https://cdn.tgdd.vn/Brand/2/Aqua1943-s34-135x80-1.png,08
https://www.dienmayxanh.com/tivi-iffalcon,https://cdn.tgdd.vn/Brand/2/iFFALCON-logo-200x80-1.png,09
