product_name,current_price,price,percent_discount,rating,link,brand_id,series,device
Sạc 2 cổng Xmobile MFK3A,260.000₫,290.000₫,-10%,33,https://www.thegioididong.com/adapter-sac/adapter-sac-2-cong-usb-type-c-15w-xmobile-mfk3a,04,,Adapter Charger
Sạc xe hơi 2 cổng Xmobile SN-177,200.000₫,290.000₫,-30%,61,https://www.thegioididong.com/adapter-sac/sac-xe-hoi-2-cong-24a-xmobile-sn-177-den,04,,Adapter Charger
Sạc 2 cổng Xmobile TC20QP,400.000₫,,,101,https://www.thegioididong.com/adapter-sac/adapter-sac-2-cong-type-c-pd-qc30-20w-xmobile-tc20qp-trang,04,,Adapter Charger
Sạc Xmobile MFM30,280.000₫,400.000₫,-30%,78,https://www.thegioididong.com/adapter-sac/adapter-sac-type-c-pd-gan-30w-xmobile-mfm30-trang,04,,Adapter Charger
Adapter chuyển đổi Type C 4 in 1 Xmobile DS122F,620.000₫,690.000₫,-10%,39,https://www.thegioididong.com/adapter-sac/adapter-chuyen-doi-type-c-4-in-1-xmobile-ds122f,04,,Adapter Charger
Sạc Xmobile TC20B,240.000₫,300.000₫,-20%,36,https://www.thegioididong.com/adapter-sac/adapter-sac-type-c-pd-20w-xmobile-tc20b-xanh-navy,04,,Adapter Charger
Sạc Xmobile TC20W,240.000₫,300.000₫,-20%,72,https://www.thegioididong.com/adapter-sac/sac-xmobile-tc20w,04,,Adapter Charger
Sạc 2 cổng Xmobile DS165X,230.000₫,290.000₫,-20%,63,https://www.thegioididong.com/adapter-sac/adapter-sac-2-cong-usb-type-c-3a-xmobile-ds165x,04,,Adapter Charger
Sạc 2 cổng Xmobile DS714,400.000₫,,,34,https://www.thegioididong.com/adapter-sac/adapter-2-cong-type-c-pd-18w-xmobile-ds714,04,,Adapter Charger
Sạc 2 cổng Xmobile DS165-NB,170.000₫,290.000₫,-40%,24,https://www.thegioididong.com/adapter-sac/adapter-2-cong-usb-type-c-3a-xmobile-ds165-nb-navy,04,,Adapter Charger
Sạc 2 cổng Xmobile DS730-DB,150.000₫,250.000₫,-40%,66,https://www.thegioididong.com/adapter-sac/adapter-sac-34a-dual-xmobile-ds730-db,04,,Adapter Charger
Adapter Bluetooth Xmobile BT14,195.000₫,390.000₫,-50%,60,https://www.thegioididong.com/adapter-sac/adapter-bluetooth-xmobile-bt14-den,04,,Adapter Charger
Sạc xe hơi 3 cổng Xmobile SN-155,280.000₫,400.000₫,-30%,16,https://www.thegioididong.com/adapter-sac/sac-xe-hoi-3-cong-type-c-qc-30-xmobile-sn-155-den,04,,Adapter Charger
Đế sạc không dây Xmobile TS-C106W-B,100.000₫,450.000₫,-77%,88,https://www.thegioididong.com/adapter-sac/de-sac-khong-day-qi-10w-xmobile-ts-c106w-b-den,04,,Adapter Charger
Sạc 4 cổng Xmobile DS931-WB,225.000₫,450.000₫,-50%,15,https://www.thegioididong.com/adapter-sac/adapter-sac-4-cong-usb-type-c-48a-xmobile-ds931-wb,04,,Adapter Charger
Sạc 2 cổng Xmobile DS476,150.000₫,250.000₫,-40%,45,https://www.thegioididong.com/adapter-sac/adapter-sac-2-cong-34a-xmobile-ds476-trang,04,,Adapter Charger
Sạc xe hơi 2 cổng Xmobile TS-C063S,200.000₫,290.000₫,-30%,50,https://www.thegioididong.com/adapter-sac/sac-xe-hoi-xmobile-dual-usb-ts-c063s-xam,04,,Adapter Charger
Sạc dây Xmobile TS-C079S,60.000₫,120.000₫,-50%,22,https://www.thegioididong.com/adapter-sac/sac-day-xmobile-micro-ts-c079s-trang,04,,Adapter Charger
Sạc dây Xmobile DS199-WB,75.000₫,150.000₫,-50%,9,https://www.thegioididong.com/adapter-sac/sac-day-type-c-1a-1m-xmobile-ds199-wb,04,,Adapter Charger
Sạc AVA+ JC20,175.000₫,220.000₫,-20%,61,https://www.thegioididong.com/adapter-sac/24a-dual-ava-jc20-trang,05,,Adapter Charger
Sạc AVA+ CS-TC021,170.000₫,,,118,https://www.thegioididong.com/adapter-sac/adapter-sac-usb-24a-ava-cs-tc021-trang,05,,Adapter Charger
Sạc 2 Cổng AVA+ TCED2,175.000₫,220.000₫,-20%,50,https://www.thegioididong.com/adapter-sac/adapter-sac-usb-12w-ava-tced2-trang,05,,Adapter Charger
Sạc AVA+ TCES1,170.000₫,,,170,https://www.thegioididong.com/adapter-sac/adapter-sac-usb-12w-ava-tces1-trang,05,,Adapter Charger
Sạc 2 cổng AVA+ DS020B,175.000₫,220.000₫,-20%,43,https://www.thegioididong.com/adapter-sac/24a-dual-ava-ds020b-tb,05,,Adapter Charger
Sạc AVA+ DS016-BG,70.000₫,120.000₫,-40%,48,https://www.thegioididong.com/adapter-sac/adapter-sac-usb-5w-ava-ds016-bg,05,,Adapter Charger
Sạc AVA+ ASUC01,170.000₫,,,122,https://www.thegioididong.com/adapter-sac/adapter-sac-usb-12w-ava-asuc01,05,,Adapter Charger
Sạc AVA+ DS017A-TB,170.000₫,,,53,https://www.thegioididong.com/adapter-sac/adapter-sac-usb-105w-ava-ds017a-tb,05,,Adapter Charger
Sạc 2 cổng AVA U215A,50.000₫,170.000₫,-70%,79,https://www.thegioididong.com/adapter-sac/adapter-sac-21a-dual-ava-u215a-trang,06,,Adapter Charger
Sạc AVA DS432X,20.000₫,70.000₫,-71%,71,https://www.thegioididong.com/adapter-sac/adapter-sac-1a-ava-ds432x,06,,Adapter Charger
Sạc 2 cổng AVA JC78A,50.000₫,170.000₫,-70%,48,https://www.thegioididong.com/adapter-sac/adapter-sac-24a-dual-ava-jc78a-trang,06,,Adapter Charger
Sạc 2 cổng AVA ACL168A,50.000₫,170.000₫,-70%,25,https://www.thegioididong.com/adapter-sac/adapter-sac-24a-dual-ava-acl168a-trang,06,,Adapter Charger
Sạc AVA JC62A,20.000₫,70.000₫,-71%,26,https://www.thegioididong.com/adapter-sac/adapter-sac-1a-ava-jc62a-trang,06,,Adapter Charger
Sạc 2 cổng AVA JC78,50.000₫,150.000₫,-66%,23,https://www.thegioididong.com/adapter-sac/adapter-sac-24a-dual-ava-jc78-trang,06,,Adapter Charger
Sạc AVA DS498-TB,50.000₫,120.000₫,-58%,46,https://www.thegioididong.com/adapter-sac/adapter-sac-2a-ava-ds498-tb-trang,06,,Adapter Charger
Sạc không dây xe hơi AVA WXC08-A,50.000₫,290.000₫,-82%,27,https://www.thegioididong.com/adapter-sac/sac-khong-day-xe-hoi-1a-ava-wxc08-a-den,06,,Adapter Charger
Sạc 2 cổng AVA U215,50.000₫,150.000₫,-66%,24,https://www.thegioididong.com/adapter-sac/adapter-sac-21a-dual-ava-u215-trang,06,,Adapter Charger
Sạc AVA DS433-WB,50.000₫,120.000₫,-58%,56,https://www.thegioididong.com/adapter-sac/adapter-sac-21a-ava-ds433-wb-trang,06,,Adapter Charger
Sạc AVA JC62,20.000₫,70.000₫,-71%,34,https://www.thegioididong.com/adapter-sac/adapter-sac-1a-ava-jc62,06,,Adapter Charger
Sạc AVA DS432,20.000₫,70.000₫,-71%,42,https://www.thegioididong.com/adapter-sac/adapter-sac-1a-ava-ds432,06,,Adapter Charger
Sạc OPPO VC56JAUH,515.000₫,740.000₫,-30%,20,https://www.thegioididong.com/adapter-sac/vooc-30w-oppo-vc56jauh,07,,Adapter Charger
Sạc OPPO VCA7JAUH,685.000₫,980.000₫,-30%,38,https://www.thegioididong.com/adapter-sac/supervooc-65w-oppo-vca7jauh,07,,Adapter Charger
Sạc OPPO OP92KAUH,340.000₫,490.000₫,-30%,23,https://www.thegioididong.com/adapter-sac/18w-oppo-op92kauh,07,,Adapter Charger
Sạc Belkin WCA004,340.000₫,490.000₫,-30%,40,https://www.thegioididong.com/adapter-sac/type-c-pd-25w-belkin-wca004,08,,Adapter Charger
Sạc Belkin WCA003,325.000₫,470.000₫,-30%,18,https://www.thegioididong.com/adapter-sac/adapter-sac-type-c-pd-20w-belkin-wca003-trang,08,,Adapter Charger
Adapter chuyển đổi Type C 6 in 1 Belkin F4U092,2.160.000₫,2.700.000₫,-20%,3,https://www.thegioididong.com/adapter-sac/adapter-chuyen-doi-type-c-6-in-1-belkin-f4u092-xam,08,,Adapter Charger
Sạc xe hơi 2 cổng Belkin CCB001,440.000₫,550.000₫,-20%,,https://www.thegioididong.com/adapter-sac/sac-xe-hoi-2-cong-24a-belkin-ccb001-den,08,,Adapter Charger
Adapter chuyển đổi Type C 5 in 1 Belkin AVC004,1.430.000₫,1.790.000₫,-20%,8,https://www.thegioididong.com/adapter-sac/adapter-chuyen-doi-type-c-5-in-1-belkin-avc004-den,08,,Adapter Charger
Adapter chuyển đổi Type C 2 in 1 Belkin INC001,590.000₫,990.000₫,-40%,6,https://www.thegioididong.com/adapter-sac/adapter-chuyen-type-c-ethernet-belkin-inc001,08,,Adapter Charger
Sạc Belkin GaN WCH009,315.000₫,630.000₫,-50%,8,https://www.thegioididong.com/adapter-sac/adapter-sac-type-c-pd-20w-belkin-wch009-trang,08,,Adapter Charger
Sạc Belkin WCA002,275.000₫,395.000₫,-30%,8,https://www.thegioididong.com/adapter-sac/adapter-sac-12w-belkin-wca002-trang,08,,Adapter Charger
Đế sạc không dây AUKEY LC-C6,Ngừng kinh doanh,,,11,https://www.thegioididong.com/adapter-sac/sac-khong-day-qi-qc-30-aukey-lc-c6-den,09,,Adapter Charger
Sạc 2 cổng AUKEY PA-U50,195.000₫,390.000₫,-50%,12,https://www.thegioididong.com/adapter-sac/adapter-sac-48a-dual-aukey-pa-u50-den,09,,Adapter Charger
Đế sạc không dây Mbest AC63F3,100.000₫,350.000₫,-71%,34,https://www.thegioididong.com/adapter-sac/sac-khong-day-qi-10w-mbest-ac63f3-den,10,,Adapter Charger
Sạc xe hơi 2 cổng Mbest DC33N00,245.000₫,350.000₫,-30%,12,https://www.thegioididong.com/adapter-sac/sac-xe-hoi-2-cong-3a-qualcomm-mbest-dc33n00-den,10,,Adapter Charger
Sạc Mbest DS136S,150.000₫,300.000₫,-50%,41,https://www.thegioididong.com/adapter-sac/adapter-sac-3a-qualcomm-30-mbest-ds136s-trang,10,,Adapter Charger
Sạc Mophie,135.000₫,250.000₫,-45%,45,https://www.thegioididong.com/adapter-sac/adapter-sac-10w-mophie,11,,Adapter Charger
Adapter chuyển đổi Type C - HDMI VCOM CU423M,225.000₫,450.000₫,-50%,18,https://www.thegioididong.com/adapter-sac/adapter-chuyen-doi-usb-c-hdmi-vcom-cu423m-xam,12,,Adapter Charger
Adapter chuyển đổi Type C 8 in 1 Philips SWR1605D,1.130.000₫,1.890.000₫,-40%,3,https://www.thegioididong.com/adapter-sac/adapter-chuyen-doi-usb-c-8-in-1-philips-swr1605d-d,13,,Adapter Charger
Sạc Hydrus UL160,240.000₫,300.000₫,-20%,41,https://www.thegioididong.com/adapter-sac/adapter-sac-type-c-pd-20w-hydrus-ul160,14,,Adapter Charger
Sạc 2 cổng Hydrus MFZ20QP,400.000₫,,,47,https://www.thegioididong.com/adapter-sac/adapter-sac-2-cong-type-c-pd-qc-30-20w-hydrus-mfz20qp-xanh-mint,14,,Adapter Charger
Sạc Hydrus CS-TC027,70.000₫,120.000₫,-40%,21,https://www.thegioididong.com/adapter-sac/adapter-sac-1a-hydrus-cs-tc027-trang,14,,Adapter Charger
Sạc 2 cổng Hydrus ACL2018,195.000₫,220.000₫,-10%,22,https://www.thegioididong.com/adapter-sac/adapter-sac-usb-hydrus-acl2018,14,,Adapter Charger
Sạc dây đầu tròn 1.2m eValu LDTA-02,50.000₫,,,52,https://www.thegioididong.com/adapter-sac/adapter-sac-day-dau-tron-12m-5w-evalu-ldta-02,15,,Adapter Charger
