product_name,current_price,price,percent_discount,rating,link,brand_id,series,device
Loa tháp Samsung MX-T70/XV,5.490.000₫,10.990.000₫,-50%,140,https://www.thegioididong.com/loa-laptop/loa-thap-samsung-mx-t70-xv,06,,Laptop Speaker
Loa tháp Samsung MX-ST90B,11.990.000₫,19.990.000₫,-40%,,https://www.thegioididong.com/loa-laptop/loa-thanh-samsung-mx-st90b,06,,Laptop Speaker
Loa karaoke xách tay Mobell MK-4020,2.590.000₫,4.090.000₫,-36%,53,https://www.thegioididong.com/loa-laptop/loa-karaoke-xach-tay-mobell-mk-4020,07,,Laptop Speaker
Loa kéo Mobell MK-5070,2.990.000₫,4.590.000₫,-34%,64,https://www.thegioididong.com/loa-laptop/loa-keo-karaoke-mobell-mk-5070-400w,07,,Laptop Speaker
Loa kéo Mobell MK-2120C,1.490.000₫,1.890.000₫,-21%,118,https://www.thegioididong.com/loa-laptop/loa-keo-karaoke-mobell-mk-2120c-30w,07,,Laptop Speaker
Loa kéo Mobell MK-7080,7.590.000₫,8.990.000₫,-15%,66,https://www.thegioididong.com/loa-laptop/loa-keo-karaoke-mobell-mk-7080-1000w,07,,Laptop Speaker
Loa kéo Mobell MK-6080,5.990.000₫,6.990.000₫,-14%,58,https://www.thegioididong.com/loa-laptop/loa-keo-karaoke-mobell-mk-6080-500w,07,,Laptop Speaker
Loa vi tính Bluetooth Enkor S2880,1.440.000₫,1.600.000₫,-10%,229,https://www.thegioididong.com/loa-laptop/loa-vi-tinh-21-enkor-s2880-den,08,,Laptop Speaker
Loa vi tính Enkor E50,440.000₫,800.000₫,-45%,162,https://www.thegioididong.com/loa-laptop/loa-vi-tinh-21-enkor-e50-den,08,,Laptop Speaker
Loa vi tính Bluetooth Enkor E700,520.000₫,800.000₫,-35%,152,https://www.thegioididong.com/loa-laptop/loa-vi-tinh-21-enkor-e700-den,08,,Laptop Speaker
Loa vi tính Bluetooth Enkor S2850,1.190.000₫,1.400.000₫,-15%,221,https://www.thegioididong.com/loa-laptop/loa-vi-tinh-21-enkor-s2850-nau,08,,Laptop Speaker
Loa vi tính Enkor E300 Plus,300.000₫,600.000₫,-50%,175,https://www.thegioididong.com/loa-laptop/loa-enkor-e300plus,08,,Laptop Speaker
Loa kéo Nanomax X-2000,8.990.000₫,9.990.000₫,-10%,,https://www.thegioididong.com/loa-laptop/loa-karaoke-nanomax-x-2000,09,,Laptop Speaker
Loa kéo Nanomax S-5000,10.600.000₫,12.890.000₫,-17%,24,https://www.thegioididong.com/loa-laptop/loa-karaoke-nanomax-s-5000,09,,Laptop Speaker
Loa kéo Nanomax S-820,3.990.000₫,4.390.000₫,-9%,92,https://www.thegioididong.com/loa-laptop/loa-keo-karaoke-nanomax-s-820-400w,09,,Laptop Speaker
Loa kéo Nanomax S-800,3.490.000₫,3.990.000₫,-12%,48,https://www.thegioididong.com/loa-laptop/loa-keo-karaoke-nanomax-s-800-360w,09,,Laptop Speaker
Loa kéo Nanomax S-900,4.490.000₫,5.690.000₫,-21%,187,https://www.thegioididong.com/loa-laptop/loa-keo-karaoke-nanomax-s-900-420w,09,,Laptop Speaker
Loa kéo Nanomax S-1000,6.290.000₫,6.990.000₫,-10%,166,https://www.thegioididong.com/loa-laptop/nanomax-s-1000,09,,Laptop Speaker
Loa karaoke xách tay Zenbos K-180,4.990.000₫,6.650.000₫,-24%,,https://www.thegioididong.com/loa-laptop/loa-karaoke-xach-tay-zenbos-k-180,10,,Laptop Speaker
Cặp loa karaoke Zenbos CR-5,3.260.000₫,7.560.000₫,-56%,,https://www.thegioididong.com/loa-laptop/cap-loa-karaoke-zenbos-cr-5-300w,10,,Laptop Speaker
